ville;population;pct_france;candidat;id;liste;programme_complet;nb_propositions;site_campagne;email;type_email;twitter;source_contact;statut_contact
Tours;136463;0.20;Emmanuel Denis;denis;Tours Inspire 2026 (EELV/PS/PCF);NON;0;;;;@EmmanuelDenis37;recherche web;TWITTER OK
Tours;136463;0.20;Henri Alfandari;alfandari;Naturellement Tours (Horizons);NON;0;https://www.naturellement-tours.fr/;;;@Henri_Alfandari;recherche web;TWITTER OK
Tours;136463;0.20;Marie Quinton;quinton;Faire mieux pour Tours (LFI);NON;0;;;;@MarieQuinton8;recherche web;TWITTER OK
Tours;136463;0.20;Thomas Jouhannaud;jouhannaud;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Amiens;136105;0.20;Aurélien Caron;caron;Amiens Ville d'Avenir (LR);NON;0;https://amiensvilledavenir.fr/;;;@AurelienCARON;recherche web;TWITTER OK
Amiens;136105;0.20;Benoît Mercuzot;mercuzot;Amiens en Mouvement;NON;0;https://www.amiensenmouvement.com/;;;@benoitmercuzot;recherche web;TWITTER OK
Amiens;136105;0.20;Damien Toumi;toumi;Amiens Pour Vous (RN);NON;0;https://www.amienspourvous.fr/;;;@DamienToumi;recherche web;TWITTER OK
Amiens;136105;0.20;Frédéric Fauvet;fauvet;Pour Amiens en Mieux (PS-PCF-EELV-PP);NON;0;https://www.pouramiens.fr/;;;@fredfauvet;recherche web;TWITTER OK
Amiens;136105;0.20;Hubert de Jenlis;dejenlis;Majorité présidentielle (sortant);NON;0;;nouslesamienois@hubertdejenlis.fr;campagne;@HubertdeJenlis;recherche web;EMAIL OK
Amiens;136105;0.20;Jean-Jacques Baudry;baudry;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Amiens;136105;0.20;Julia Bellina;bellina;Amiens au Cœur (sans étiquette);NON;0;https://amiensaucoeur.fr/;;;;;SITE A VERIFIER
Amiens;136105;0.20;Paul-Éric Dècle;decle;Les Centristes;NON;0;https://www.paulericdecle2026.fr/;;;@PaulEricDecle;recherche web;TWITTER OK
Amiens;136105;0.20;Ridha Farhat;farhat;Les Enfants de la République - Amiens pour tous;NON;0;;;;;;A RECHERCHER
Amiens;136105;0.20;Samy Olivier;olivier;Amiens en Commun (LFI-G.s);NON;0;https://amiensencommun.fr/;;;@Samy_Olivier;recherche web;TWITTER OK
Annecy;133926;0.20;Alexandre Mulatier-Gachet;mulatier-gachet;Union de la gauche (Écologistes/PS/Place publique/PCF), Vivre Annecy 2026;NON;0;;;;;;A RECHERCHER
Annecy;133926;0.20;Antoine Armand;armand;Renaissance-Horizons-MoDem-LR-UDI, Les Acteurs d'Annecy;OUI;0;https://acteursannecy.fr/programme;antoine.armand@assemblee-nationale.fr;institutionnel;@antoine_armand;recherche web;EMAIL OK
Annecy;133926;0.20;Daniel-Salem Chiad;chiad;Sans étiquette, Vivre tous ensemble à Annecy;NON;0;;;;;;A RECHERCHER
Annecy;133926;0.20;Guillaume Roit-Levêque;roit-leveque;RN, Retrouvons Annecy;OUI;0;https://retrouvons-annecy.fr/le-programme/;;;@Gui_RoitLeveque;recherche web;TWITTER OK
Annecy;133926;0.20;Jean-Luc Rigaut;rigaut;Divers droite, Pour Annecy 2026;NON;0;;;;;;A RECHERCHER
Annecy;133926;0.20;Vincent Drême;dreme;LFI, L'avenir en commune;NON;0;;;;;;A RECHERCHER
Limoges;130592;0.19;Albin Freychet;freychet;Limoges en Grand (RN);NON;0;;;;;;A RECHERCHER
Limoges;130592;0.19;Damien Maudet;maudet;Limoges Front Populaire (LFI-EELV);NON;0;;;;;;A RECHERCHER
Limoges;130592;0.19;Guillaume Guérin;guerin;LR dissident (Limoges Métropole);NON;0;;;;;;A RECHERCHER
Limoges;130592;0.19;Julie Benzoni;benzoni;Rêvons Limoges (citoyen);NON;0;;;;;;A RECHERCHER
Limoges;130592;0.19;Thierry Miguel;miguel;Pour Limoges (PS-PCF-Place publique);NON;0;https://www.pourlimoges.fr/;;;@MiguelThierry2;recherche web;TWITTER OK
Limoges;130592;0.19;Vincent Léonie;leonie;Réunir (Centre);NON;0;https://www.reunir-limoges.fr/;;;@vincentleonie;recherche web;TWITTER OK
Limoges;130592;0.19;Élisabeth Faucon;faucon;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Limoges;130592;0.19;Émile-Roger Lombertie;lombertie;LR (Droite sortante);NON;0;;;;;;A RECHERCHER
Perpignan;121875;0.18;Agnès Langevine;langevine;Perpignan la Catalane (Place Publique-Centre);NON;0;;;;;;A RECHERCHER
Perpignan;121875;0.18;Bruno Nougayrède;nougayrede;100% Perpignan (LR-UDI-Horizons-MoDem-Renaissance);NON;0;;;;;;A RECHERCHER
Perpignan;121875;0.18;Clotilde Ripoull;ripoull;Libres (sans étiquette);NON;0;https://www.clotilderipoull.fr/;;;@clotilderipoull;recherche web;TWITTER OK
Perpignan;121875;0.18;Louis Aliot;aliot;Continuons ensemble (RN, sortant);NON;0;;;;@louis_aliot;recherche web;TWITTER OK
Perpignan;121875;0.18;Mathias Blanc;blanc;Perpignan Autrement (PS-PCF-PRG);NON;0;;;;;;A RECHERCHER
Perpignan;121875;0.18;Mickaël Idrac;idrac;Perpignan, Changez d'air ! (LFI-EELV-G.s);NON;0;;;;;;A RECHERCHER
Boulogne-Billancourt;121334;0.18;Antoine de Jerphanion;jerphanion;Divers droite;NON;0;;;;@2jerph;recherche web;TWITTER OK
Boulogne-Billancourt;121334;0.18;Pauline Rapilly-Ferniot;rapilly-ferniot;Union de la gauche (Écologistes/PCF/LFI);NON;0;;;;;;A RECHERCHER
Boulogne-Billancourt;121334;0.18;Pierre-Christophe Baguet;baguet;LR-UDI-MoDem-Renaissance-Horizons;NON;0;;SCC@mairie-boulogne-billancourt.fr;mairie;;recherche web;EMAIL OK
Metz;120205;0.18;Bertrand Mertz;mertz;PS / Place publique;NON;0;;bertrandmertz2026@gmail.com;campagne;;recherche web;EMAIL OK
Metz;120205;0.18;Charlotte Leduc;leduc;Metz en commun (LFI);NON;0;;;;@CharlotteLeducV;recherche web;TWITTER OK
Metz;120205;0.18;François Grosdidier;grosdidier;J'aime Metz (DVD);NON;0;;;;;;A RECHERCHER
Metz;120205;0.18;Gaël Diaferia;diaferia;NPA-Révolutionnaires;NON;0;;;;;;A RECHERCHER
Metz;120205;0.18;Jérémy Roques;roques;Maintenant pour Metz (EELV/PCF);NON;0;;;;@JereRoques;recherche web;TWITTER OK
Metz;120205;0.18;Ludovic Mendes;mendes;Metz Ensemble (Renaissance);NON;0;;ludovic.mendes@assemblee-nationale.fr;institutionnel;@LudovicMDS;recherche web;EMAIL OK
Metz;120205;0.18;Mario Rinaldi;rinaldi;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Metz;120205;0.18;Étienne Anstett;anstett;RN/UDR;NON;0;;;;;;A RECHERCHER
Besançon;119199;0.18;Anne Vignot;vignot;Les Écologistes-PCF-Génération.s;NON;0;;;;;;A RECHERCHER
Besançon;119199;0.18;Jacques Ricciardetti;ricciardetti;RN-UDR-DLF-Identité Libertés;NON;0;;;;;;A RECHERCHER
Besançon;119199;0.18;Ludovic Fagaut;fagaut;LR-MoDem, Ensemble Besançon avance;NON;0;;;;;;A RECHERCHER
Besançon;119199;0.18;Séverine Véziès;vezies;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Besançon;119199;0.18;Éric Delabrousse;delabrousse;Horizons-Renaissance-Parti radical;NON;0;;eric.delabrousse@univ-fcomte.fr;universitaire;;recherche web;EMAIL OK
Orléans;116685;0.17;Baptiste Chapuis;chapuis;Rassembler Orléans (PS/PCF/Génération.s/Place publique/PRG);NON;0;;;;;;A RECHERCHER
Orléans;116685;0.17;Caroline Janvier;janvier;Vivons Orléans (centre);NON;0;;;;@CarolineJanvier;recherche web;TWITTER OK
Orléans;116685;0.17;Farida Megdoud;megdoud;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Orléans;116685;0.17;Grégory Meyer;meyer;Notre ville plus que jamais vivante (Horizons);NON;0;;;;;;A RECHERCHER
Orléans;116685;0.17;Isabelle Lamarque;lamarque;À la reconquête d'Orléans (Reconquête !);NON;0;;;;;;A RECHERCHER
Orléans;116685;0.17;Jean-Philippe Grand;grand;OSE - Orléans Solidaire et Écologique (EELV);NON;0;;;;@jphgrand;recherche web;TWITTER OK
Orléans;116685;0.17;Serge Grouard;grouard;Ici, c'est Orléans (DVD);NON;0;;;;@SergeGrouard;recherche web;TWITTER OK
Orléans;116685;0.17;Tiffanie Rabault;rabault;Orléans, nouvel élan (RN);NON;0;;;;;;A RECHERCHER
Orléans;116685;0.17;Valentin Pelé;pele;Orléans en commun (LFI);NON;0;;;;@ValentinPeleFI;recherche web;TWITTER OK
Rouen;114007;0.17;Amaury Renauld;renauld;NPA-Révolutionnaires;NON;0;;;;;;A RECHERCHER
Rouen;114007;0.17;Céline Vitard;vitard;Parti des travailleurs (POID);NON;0;;;;;;A RECHERCHER
Rouen;114007;0.17;Frédéric Mazier;mazier;Reconquête;NON;0;;;;;;A RECHERCHER
Rouen;114007;0.17;Grégoire Houdan;houdan;RN/UDR;NON;0;;;;@gregoirehoudan;recherche web;TWITTER OK
Rouen;114007;0.17;Marine Caron;caron;Horizons / LR;NON;0;;;;@Marine_Caron76;recherche web;TWITTER OK
Rouen;114007;0.17;Maxime Da Silva;da-silva;Faire mieux à Rouen (LFI);NON;0;;;;@Maxime_DaSilva_;recherche web;TWITTER OK
Rouen;114007;0.17;Nicolas Mayer-Rossignol;mayer-rossignol;Fiers de Rouen (PS/EELV/PCF/PP);NON;0;;cabinetdumaire@rouen.fr;institutionnel;@NicolasMayerNMR;recherche web;EMAIL OK
Rouen;114007;0.17;Éric Moisan;moisan;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Argenteuil;113816;0.17;Franck Debeaud;debeaud;PCD, Ensemble rassemblés pour Argenteuil;NON;0;;;;@FranckDebeaud;recherche web;TWITTER OK
Argenteuil;113816;0.17;Georges Mothron;mothron;LR (Les Républicains);NON;0;;;;@GMothron;recherche web;TWITTER OK
Argenteuil;113816;0.17;Nicolas Bougeard;bougeard;PS-EELV-Radicaux;NON;0;;;;@nicolasbougeard;recherche web;TWITTER OK
Argenteuil;113816;0.17;Philippe Doucet;doucet;DVG / Indépendant, Argenteuil Debout;NON;0;;;;@pdoucet;recherche web;TWITTER OK
Argenteuil;113816;0.17;Yassin Zeghli;zeghli;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Saint-Denis;113131;0.17;Bally Bagayoko;bagayoko;LFI-PCF, Seine-Saint-Denis au cœur;NON;0;;;;@BallyBagayoko;recherche web;TWITTER OK
Saint-Denis;113131;0.17;Elsa Marcel;marcel;Révolution Permanente;NON;0;;;;;;A RECHERCHER
Saint-Denis;113131;0.17;Mathieu Hanotin;hanotin;PS-Écologistes-Parti animaliste-Génération.s-GRS-Place publique;NON;0;;mairie.saint.denis@ville-saint-denis.fr;mairie;@MathieuHanotin;recherche web;EMAIL OK
Saint-Denis;113131;0.17;Quentin Gutierrez;gutierrez;Horizons / Droite-Centre unis;NON;0;;;;;;A RECHERCHER
Montreuil;111260;0.16;Patrice Bessac;bessac;PCF-Écologistes-PS-Génération.s-L'Après-NPA;NON;0;;;;@PatriceBessac;recherche web;TWITTER OK
Montreuil;111260;0.16;Sayna Shahryari;shahryari;LFI (La France Insoumise);NON;0;;;;@SaynaShahr;recherche web;TWITTER OK
Mulhouse;108038;0.16;Annouar Sassi;sassi;Nous sommes Mulhouse (DVG);NON;0;;;;;;A RECHERCHER
Mulhouse;108038;0.16;Bruno Fuchs;fuchs;MoDem;NON;0;;;;;;A RECHERCHER
Mulhouse;108038;0.16;Christelle Ritz;ritz;Rassemblement pour Mulhouse (RN);NON;0;https://www.rassemblementpourmulhouse.fr/;;;@christelleritz;recherche web;TWITTER OK
Mulhouse;108038;0.16;Cécile Sornin;sornin;Mulhouse au cœur (DVD);NON;0;https://www.mulhouseaucoeur.fr/;;;@cecilesornin;recherche web;TWITTER OK
Mulhouse;108038;0.16;Eliot Gafanesch;gafanesch;LFI;NON;0;;;;;;A RECHERCHER
Mulhouse;108038;0.16;Emmanuel Taffarelli;taffarelli;Restaurer Mulhouse (Reconquête !);NON;0;https://www.restaurermulhouse.fr/;;;@manutaffarelli;recherche web;TWITTER OK
Mulhouse;108038;0.16;Frédéric Marquet;marquet;Mulhouse j'y crois (SE);NON;0;https://marquet2026.fr/;;;;;SITE A VERIFIER
Mulhouse;108038;0.16;Kadhafi Djehaf;djehaf;Kadhafi pour Mulhouse (SE);NON;0;;;;;;A RECHERCHER
Mulhouse;108038;0.16;Lara Million;million;Mulhouse ensemble (Centriste et Territoires);NON;0;https://laramillion2026.fr/;;;@million_lara;recherche web;TWITTER OK
Mulhouse;108038;0.16;Loïc Minery;minery;Mulhouse en Commun (EELV/PS/PCF/Génération.s/Place publique);NON;0;https://loic-minery2026.fr/;;;@loic_minery;recherche web;TWITTER OK
Mulhouse;108038;0.16;Michèle Lutz;lutz;Fiers de Mulhouse ! (LR);OUI;0;https://www.michelelutz.fr/;;;@michelelutzh;recherche web;TWITTER OK
Mulhouse;108038;0.16;Salah Keltoumi;keltoumi;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Caen;106260;0.16;Antoine Casini;casini;Le Caen de l'engagement (PRG/L'Engagement);NON;0;;;;;;A RECHERCHER
Caen;106260;0.16;Aristide Olivier;olivier;Caen ensemble (DVD);NON;0;;aristide.olivier@normandie.fr;institutionnel;@AristideOlivier;recherche web;EMAIL OK
Caen;106260;0.16;Aurélien Guidi;guidi;Faire mieux pour Caen (LFI/Génération.s);NON;0;;;;;;A RECHERCHER
Caen;106260;0.16;Bérangère Lareynie;lareynie;Caen ouvrière et révolutionnaires (NPA-R);NON;0;;;;;;A RECHERCHER
Caen;106260;0.16;Chantal Henry;henry;RN;NON;0;;;;;;A RECHERCHER
Caen;106260;0.16;Pierre Casevitz;casevitz;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Caen;106260;0.16;Rudy L'Orphelin;lorphelin;Caen nous rassemble (EELV/PS/PCF/Place publique);NON;0;;rudy.lorphelin@normandie.fr;institutionnel;@rudylorphelin;recherche web;EMAIL OK
Caen;106260;0.16;Thomas Chevalier;chevalier;Caen dynamique ! (centre indépendant);NON;0;;;;@TChevalier_;recherche web;TWITTER OK
Caen;106260;0.16;Xavier Le Coutour;lecoutour;Citoyens à Caen (DVG);OUI;0;https://xavierlecoutour2026.fr/;;;;xavierlecoutour2026.fr (a verifier);SITE A VERIFIER
Saint-Paul (La Réunion);105240;0.16;Alix Jean Méra;mera;Debout la France;NON;0;;;;;;A RECHERCHER
Saint-Paul (La Réunion);105240;0.16;Emmanuel Séraphin;seraphin;PLR / Union des Forces Progressistes (PS/Écologistes/LFI);NON;0;;;;;;A RECHERCHER
Saint-Paul (La Réunion);105240;0.16;Hassam Moussa;moussa;Force Citoyenne;NON;0;;;;;;A RECHERCHER
Saint-Paul (La Réunion);105240;0.16;Jean-Jacques Charolais;charolais;Divers;NON;0;;;;;;A RECHERCHER
Saint-Paul (La Réunion);105240;0.16;Jean-Yves Morel;morel;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Nancy;104885;0.15;Christiane Nimsgern;nimsgern;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Nancy;104885;0.15;Emmanuel Lacresse;lacresse;Nancy en avant (SE);NON;0;;emmanuel.lacresse@assemblee-nationale.fr;institutionnel;@E_LACRESSE;recherche web;EMAIL OK
Nancy;104885;0.15;Laurent Hénart;henart;Nancy avec vous ! (LR/Horizons/Renaissance);NON;0;https://www.laurenthenart2026.fr/;;;@LaurentHenart;recherche web;TWITTER OK
Nancy;104885;0.15;Mathieu Klein;klein;Nancy Grandit (PS/EELV/PCF/Place publique/PRG);NON;0;https://mathieuklein.fr/;maire@nancy.fr;institutionnel;@mathieuklein;recherche web;EMAIL OK
Nancy;104885;0.15;Sarah Farghaly;farghaly;Nancy Insoumise (LFI);NON;0;https://nancy-insoumise.fr/;;;;;SITE A VERIFIER
Roubaix;99301;0.15;Alexandre Garcin;garcin;Divers droite (majorité sortante);NON;0;;;;@AlexandreGarcin;recherche web;TWITTER OK
Roubaix;99301;0.15;Céline Sayah;sayah;RN-Debout la France;NON;0;;;;@celinesayah_;recherche web;TWITTER OK
Roubaix;99301;0.15;David Guiraud;guiraud;LFI (La France Insoumise);NON;0;;david@guiraud2026.fr;campagne;@GuiraudInd;recherche web;EMAIL OK
Roubaix;99301;0.15;Françoise Delbarre;delbarre;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Roubaix;99301;0.15;Karim Amrouni;amrouni;Les Écologistes-PCF-PRG-Place publique;NON;0;;;;;;A RECHERCHER
Roubaix;99301;0.15;Mehdi Chalah;chalah;PS, Le Printemps Roubaisien;NON;0;https://www.printempsroubaisien2026.fr/;;;@MehdiChalah;recherche web;TWITTER OK
Tourcoing;98656;0.15;Bastien Verbrugghe;verbrugghe;RN (Rassemblement National);NON;0;;;;@BVerbrugghe;recherche web;TWITTER OK
Tourcoing;98656;0.15;Doriane Becue;becue;Horizons (majorité présidentielle);NON;0;;dbecue@ville-tourcoing.fr;institutionnel;@DorianeBecue;recherche web;EMAIL OK
Tourcoing;98656;0.15;Franck Talpaert;talpaert;Citoyen-ne-s pour Tourcoing (sans étiquette);NON;0;;;;;;A RECHERCHER
Tourcoing;98656;0.15;Katy Vuylsteker;vuylsteker;Les Écologistes-PS-PCF;NON;0;;;;@katyvuylsteker;recherche web;TWITTER OK
Tourcoing;98656;0.15;Émilie Croes;croes;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Nanterre;96689;0.14;Hélène Matouk;matouk;LR (Les Républicains);NON;0;;;;@helene_matouk;recherche web;TWITTER OK
Nanterre;96689;0.14;Nicolas Huyghe;huyghe;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Nanterre;96689;0.14;Raphaël Adam;adam;DVG (PCF/Écologistes/Génération.s), Choisir Nanterre;NON;0;;;;;;A RECHERCHER
Nanterre;96689;0.14;Samia Kasmi;kasmi;Génération Écologie (dissidente);NON;0;;;;;;A RECHERCHER
Vitry-sur-Seine;94649;0.14;Alain Afflatet;afflatet;DVD (droite et centre unis), Vitry À Venir;NON;0;https://vitryavenir.fr/;;;;;SITE A VERIFIER
Vitry-sur-Seine;94649;0.14;Hocine Tmimi;tmimi;LFI, Vitry Unie et Populaire;NON;0;https://vitry2026.fr/;;;;;SITE A VERIFIER
Vitry-sur-Seine;94649;0.14;Pierre Bell-Lloch;bell-lloch;PCF;NON;0;https://pbl2026.fr/programme.html;pblk2026@gmail.com;campagne;;pbl2026.fr;EMAIL OK
Créteil;93057;0.14;Laurent Cathala;cathala;PS-PCF, Bien ensemble;NON;0;;;;;;A RECHERCHER
Créteil;93057;0.14;Mehmet Ceylan;ceylan;UDI (investi par LR);NON;0;;;;;;A RECHERCHER
Créteil;93057;0.14;Sylvain Thézard;thezard;DVD (droite dissident, ex-LR);NON;0;;;;;;A RECHERCHER
Créteil;93057;0.14;Thierry Hebbrecht;hebbrecht;Sans étiquette (ex-LR);NON;0;;;;;;A RECHERCHER
Avignon;92130;0.14;Anne-Sophie Rigault;rigault;RN (Rassemblement National);NON;0;;;;@as_rigaultrn;recherche web;TWITTER OK
Avignon;92130;0.14;David Fournier;fournier;PS (Parti Socialiste);NON;0;;;;;;A RECHERCHER
Avignon;92130;0.14;François Jacob;jacob;Sans étiquette;NON;0;;;;;;A RECHERCHER
Avignon;92130;0.14;Mathilde Louvain;louvain;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Avignon;92130;0.14;Olivier Galzi;galzi;Sans étiquette (droite), Galzi pour Avignon 2026;NON;0;;;;;;A RECHERCHER
Avignon;92130;0.14;Stéphan Fiori;fiori;Divers droite, Entreprendre pour Avignon;NON;0;;;;;;A RECHERCHER
Poitiers;90032;0.13;Abdelmajid Amzil;amzil;Sans étiquette, J'aime Poitiers;NON;0;;;;;;A RECHERCHER
Poitiers;90032;0.13;Anthony Brottier;brottier;Sans étiquette, Notre priorité c'est vous;NON;0;;;;;;A RECHERCHER
Poitiers;90032;0.13;Bertrand Geay;geay;LFI (La France Insoumise);NON;0;;;;;;A RECHERCHER
Poitiers;90032;0.13;Charles Rangheard;rangheard;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Poitiers;90032;0.13;François Blanchard;blanchard;PS (Parti Socialiste);NON;0;;;;@FraBlanchard;recherche web;TWITTER OK
Poitiers;90032;0.13;Lucile Parnaudeau;parnaudeau;MoDem / centre-droit;NON;0;;;;;;A RECHERCHER
Poitiers;90032;0.13;Ludovic Gaillard;gaillard;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Poitiers;90032;0.13;Léonore Moncond'huy;moncond-huy;EELV (Écologistes);NON;0;;;;@L_Moncondhuy;recherche web;TWITTER OK
Poitiers;90032;0.13;Marie-Dolores Prost;prost;Divers droite;NON;0;;;;;;A RECHERCHER
Aubervilliers;89079;0.13;Anthony Daguet;daguet;PCF;NON;0;;;;@Anthony_Daguet;recherche web;TWITTER OK
Aubervilliers;89079;0.13;Guillaume Lescaut;lescaut;LFI (La France Insoumise);NON;0;https://www.guillaumelescaut2026.fr/;;;@GuillaumLescaut;recherche web;TWITTER OK
Aubervilliers;89079;0.13;Jean-Louis Lavazec;lavazec;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
Aubervilliers;89079;0.13;Karine Franclet;franclet;UDI;NON;0;;;;@francletkarine;recherche web;TWITTER OK
Aubervilliers;89079;0.13;Marc Guerrien;guerrien;DVG;NON;0;;;;;;A RECHERCHER
Aubervilliers;89079;0.13;Nabila Djebbari;djebbari;DVG;NON;0;;;;@NabilaDjebbari;recherche web;TWITTER OK
Aubervilliers;89079;0.13;Sofienne Karroumi;karroumi;DVG, Union de la gauche (PS/Place publique/Génération.s);NON;0;;;;@KarroumiSo;recherche web;TWITTER OK
Asnières-sur-Seine;87764;0.13;Clément Mathieu Dautelle;dautelle;Divers, Citoyens d'Asnières;NON;0;;;;;;A RECHERCHER
Asnières-sur-Seine;87764;0.13;Dimitri Delpech;delpech;PS (Parti Socialiste);NON;0;;;;;;A RECHERCHER
Asnières-sur-Seine;87764;0.13;Manuel Aeschlimann;aeschlimann;LR, 100% Asnières;NON;0;;info@mairieasnieres.fr;mairie;@maeschlimann;recherche web;EMAIL OK
Asnières-sur-Seine;87764;0.13;Romain Jehanin;jehanin;Divers, Changeons notre ville !;NON;0;;;;;;A RECHERCHER
Aulnay-sous-Bois;86752;0.13;Bruno Beschizza;beschizza;LR, Vivre Aulnay / Protéger Aulnay notre fierté;NON;0;https://brunobeschizza.fr/;;;@brunobeschizza;recherche web;TWITTER OK
Aulnay-sous-Bois;86752;0.13;Cheickh Nguette;nguette;Démocratie Représentative, Aulnay Humaniste;NON;0;;;;;;A RECHERCHER
Aulnay-sous-Bois;86752;0.13;Elena Malandra;malandra;LFI-PCF, La force de changer à Aulnay-sous-Bois;NON;0;;;;;;A RECHERCHER
Aulnay-sous-Bois;86752;0.13;Oussouf Siby;siby;PS-EELV;NON;0;;;;;;A RECHERCHER
Dunkerque;86279;0.13;Adrien Navé;nave;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Dunkerque;86279;0.13;Damien Lacroix;lacroix;LFI, Dunkerque populaire;NON;0;;;;;;A RECHERCHER
Dunkerque;86279;0.13;Nicolas Fournier;fournier;Les Écologistes / liste citoyenne, Dunkerque citoyenne;NON;0;;;;;;A RECHERCHER
Dunkerque;86279;0.13;Patrice Vergriete;vergriete;Divers gauche (soutenu par PS/PCF/LR);NON;0;https://www.patricevergriete.dk/;dunkenmouv@gmail.com;campagne;@P_Vergriete;recherche web;EMAIL OK
Versailles;85272;0.13;Carole Filleur;filleur;Sans étiquette, Ensemble Vivons Versailles 2026;NON;0;;;;;;A RECHERCHER
Versailles;85272;0.13;François de Mazières;mazieres;DVD / LR;NON;0;https://demazieres2026.fr/site/;;;@FdeMazieres;recherche web;TWITTER OK
Versailles;85272;0.13;Geoffrey Landrain;landrain;DVG;NON;0;;;;;;A RECHERCHER
Versailles;85272;0.13;Olivier de La Faire;faire;UDR / soutenu par le RN, Union des droites pour Versailles;NON;0;;;;@odelafr;recherche web;TWITTER OK
Versailles;85272;0.13;Sabine Clément;clement;Reconquête, À la Reconquête de Versailles;NON;0;;;;@ClmentSabine;recherche web;TWITTER OK
Colombes;85199;0.13;Joakim Giacomoni;giacomoni;LR;NON;0;;;;;;A RECHERCHER
Colombes;85199;0.13;Nicole Chassaniol;chassaniol;LR (Les Républicains);NON;0;;;;;;A RECHERCHER
Colombes;85199;0.13;Patrick Chaimovitch;chaimovitch;Les Écologistes (EELV);NON;0;;;;@pchaimovitch;recherche web;TWITTER OK
Colombes;85199;0.13;Valentin Narbonnais;narbonnais;DVG (PS/Génération Écologie/Place Publique/PRG), Colombes en mieux;NON;0;;;;;;A RECHERCHER
Saint-Pierre (La Réunion);84234;0.12;Bernard Von-Pine;von-pine;Divers;NON;0;;;;;;A RECHERCHER
Saint-Pierre (La Réunion);84234;0.12;David Lorion;lorion;Divers droite / sans étiquette;NON;0;;;;;;A RECHERCHER
Saint-Pierre (La Réunion);84234;0.12;Richard Riani;riani;Divers / liste citoyenne;NON;0;;;;;;A RECHERCHER
Saint-Pierre (La Réunion);84234;0.12;Ruth Dijoux;dijoux;Ekilibre, L'Union des Saint-Pierrois (PS/Écologistes);NON;0;;;;;;A RECHERCHER
Saint-Pierre (La Réunion);84234;0.12;Virginie Gobalou;gobalou;Convictions Réunion;NON;0;;;;;;A RECHERCHER
Saint-Pierre (La Réunion);84234;0.12;Émeline K/Bidi;kbidi;Divers gauche (soutenue par LFI/NFP);NON;0;;;;;;A RECHERCHER
Courbevoie;81905;0.12;Aurélie Taquillain;taquillain;Divers centre;NON;0;;;;@ATaquillain;recherche web;TWITTER OK
Courbevoie;81905;0.12;Cyprien Ronze-Spilliaert;ronze-spilliaert;Gauche (Place Publique);NON;0;;;;;;A RECHERCHER
Courbevoie;81905;0.12;Jacques Kossowski;kossowski;LR (Les Républicains);NON;0;;;;@jakossowski;recherche web;TWITTER OK
Le Tampon (La Réunion);81614;0.12;Alexis Chaussalet;chaussalet;LFI, union de la gauche;NON;0;;;;;;A RECHERCHER
Le Tampon (La Réunion);81614;0.12;Nathalie Bassire;bassire;Divers droite, L'Alliance des Tamponnais;NON;0;;;;;;A RECHERCHER
Le Tampon (La Réunion);81614;0.12;Patrice Thien-Ah-Koon;thien-ah-koon;Divers droite (accord RN);NON;0;;;;;;A RECHERCHER
Rueil-Malmaison;80622;0.12;Patrick Indjian;indjian;Union citoyenne écologiste et solidaire (PS/EELV/PCF);NON;0;https://www.patrickindjianrueil2026.fr/;patrick.indjian@mairie-rueilmalmaison.fr;mairie;;recherche web;EMAIL OK
Rueil-Malmaison;80622;0.12;Pierre Cazeneuve;cazeneuve;Renaissance;NON;0;;;;;;A RECHERCHER
Béziers;79563;0.12;David Ocard;ocard;LFI, Béziers Unie et Populaire;NON;0;;;;;;A RECHERCHER
Béziers;79563;0.12;Julien Gabarron;gabarron;RN (Rassemblement National);NON;0;;;;;;A RECHERCHER
Béziers;79563;0.12;Robert Ménard;menard;Divers droite, soutien LR;NON;0;;com@ville-beziers.fr;mairie;@RobertMenardFR;recherche web;EMAIL OK
Béziers;79563;0.12;Thierry Antoine;antoine;Union de la gauche, Printemps de Béziers;NON;0;;;;;;A RECHERCHER
Béziers;79563;0.12;Thierry Mathieu;mathieu;Sans étiquette, Rassembler Béziers;NON;0;;;;;;A RECHERCHER
La Rochelle;79119;0.12;Antoine Colin;colin;Lutte Ouvrière;NON;0;;;;;;A RECHERCHER
